"DOWNTIME_ID","START_TIME","END_TIME","MACHINE_NO","REASON","NOTES"
"2651","05-MAY-21 10.26.49.000000 AM UTC","05-MAY-21 10.27.33.000000 AM UTC","10","Productivity loss",""
"2653","05-MAY-21 10.29.34.000000 AM UTC","05-MAY-21 10.30.22.000000 AM UTC","10","Productivity loss",""
"2674","05-MAY-21 11.49.45.000000 AM UTC","05-MAY-21 11.50.28.000000 AM UTC","9","Productivity loss",""
"2679","05-MAY-21 12.46.30.000000 PM UTC","05-MAY-21 12.47.16.000000 PM UTC","3","Productivity loss",""
"2739","06-MAY-21 07.10.23.000000 AM UTC","06-MAY-21 07.16.15.000000 AM UTC","3","",""
"2740","06-MAY-21 07.16.31.000000 AM UTC","06-MAY-21 07.17.43.000000 AM UTC","9","Productivity loss",""
"2741","06-MAY-21 07.17.47.000000 AM UTC","06-MAY-21 07.18.56.000000 AM UTC","9","Productivity loss",""
"2770","06-MAY-21 08.41.53.000000 AM UTC","06-MAY-21 08.48.15.000000 AM UTC","6","",""
"2772","06-MAY-21 08.55.55.000000 AM UTC","06-MAY-21 08.56.40.000000 AM UTC","10","Productivity loss",""
"2788","06-MAY-21 09.45.12.000000 AM UTC","06-MAY-21 09.47.43.000000 AM UTC","4","Productivity loss",""
"2789","06-MAY-21 09.47.53.000000 AM UTC","06-MAY-21 09.50.12.000000 AM UTC","4","Productivity loss",""
"2790","06-MAY-21 09.53.11.000000 AM UTC","06-MAY-21 09.54.25.000000 AM UTC","4","Productivity loss",""
"2816","06-MAY-21 10.47.06.000000 AM UTC","06-MAY-21 10.48.23.000000 AM UTC","6","Productivity loss",""
"2817","06-MAY-21 10.57.56.000000 AM UTC","06-MAY-21 10.59.35.000000 AM UTC","6","Productivity loss",""
"2822","06-MAY-21 11.16.19.000000 AM UTC","06-MAY-21 11.20.26.000000 AM UTC","6","Productivity loss",""
"2823","06-MAY-21 11.20.31.000000 AM UTC","06-MAY-21 11.22.39.000000 AM UTC","6","Productivity loss",""
"2824","06-MAY-21 11.16.14.000000 AM UTC","06-MAY-21 11.22.40.000000 AM UTC","4","",""
"2825","06-MAY-21 11.56.50.000000 AM UTC","06-MAY-21 11.57.52.000000 AM UTC","6","Productivity loss",""
"2826","06-MAY-21 11.58.26.000000 AM UTC","06-MAY-21 11.59.27.000000 AM UTC","6","Productivity loss",""
"2829","06-MAY-21 11.59.31.000000 AM UTC","06-MAY-21 12.40.14.000000 PM UTC","6","",""
"2831","06-MAY-21 12.45.43.000000 PM UTC","06-MAY-21 12.46.25.000000 PM UTC","4","Productivity loss",""
"2832","06-MAY-21 12.49.39.000000 PM UTC","06-MAY-21 12.50.37.000000 PM UTC","6","Productivity loss",""
"2833","06-MAY-21 12.53.14.000000 PM UTC","06-MAY-21 12.53.55.000000 PM UTC","6","Productivity loss",""
"2835","06-MAY-21 12.58.20.000000 PM UTC","06-MAY-21 12.59.14.000000 PM UTC","10","Productivity loss",""
"2836","06-MAY-21 12.58.29.000000 PM UTC","06-MAY-21 12.59.52.000000 PM UTC","6","Productivity loss",""
"2837","06-MAY-21 12.59.56.000000 PM UTC","06-MAY-21 01.00.52.000000 PM UTC","6","Productivity loss",""
"2838","06-MAY-21 01.00.52.000000 PM UTC","06-MAY-21 01.01.44.000000 PM UTC","6","Productivity loss",""
"2163","01-MAY-21 04.30.28.000000 AM UTC","01-MAY-21 11.54.24.000000 AM UTC","4","",""
"2166","01-MAY-21 04.30.28.000000 AM UTC","01-MAY-21 11.54.26.000000 AM UTC","10","",""
"2177","01-MAY-21 12.15.04.000000 PM UTC","01-MAY-21 12.26.29.000000 PM UTC","3","",""
"2179","01-MAY-21 12.15.22.000000 PM UTC","01-MAY-21 12.26.30.000000 PM UTC","9","",""
"2183","01-MAY-21 12.26.28.000000 PM UTC","01-MAY-21 03.25.47.000000 PM UTC","7","",""
"2212","02-MAY-21 12.45.09.000000 AM UTC","02-MAY-21 07.17.25.000000 AM UTC","9","",""
"2223","02-MAY-21 07.35.33.000000 AM UTC","02-MAY-21 07.36.26.000000 AM UTC","8","Productivity loss",""
"2224","02-MAY-21 07.38.18.000000 AM UTC","02-MAY-21 07.40.04.000000 AM UTC","8","Productivity loss",""
"2226","02-MAY-21 07.43.25.000000 AM UTC","02-MAY-21 07.44.44.000000 AM UTC","8","Productivity loss",""
"2228","02-MAY-21 07.46.11.000000 AM UTC","02-MAY-21 07.47.29.000000 AM UTC","8","Productivity loss",""
"2229","02-MAY-21 07.48.10.000000 AM UTC","02-MAY-21 07.49.04.000000 AM UTC","8","Productivity loss",""
"2230","02-MAY-21 07.49.09.000000 AM UTC","02-MAY-21 07.49.50.000000 AM UTC","8","Productivity loss",""
"2231","02-MAY-21 07.50.31.000000 AM UTC","02-MAY-21 07.51.42.000000 AM UTC","8","Productivity loss",""
"2232","02-MAY-21 06.58.42.000000 AM UTC","02-MAY-21 07.52.38.000000 AM UTC","7","",""
"2233","02-MAY-21 07.51.46.000000 AM UTC","02-MAY-21 07.52.38.000000 AM UTC","8","Productivity loss",""
"2234","02-MAY-21 06.58.46.000000 AM UTC","02-MAY-21 07.52.53.000000 AM UTC","6","",""
"2235","02-MAY-21 06.58.59.000000 AM UTC","02-MAY-21 07.53.06.000000 AM UTC","4","",""
"2236","02-MAY-21 06.58.53.000000 AM UTC","02-MAY-21 07.53.14.000000 AM UTC","5","",""
"2237","02-MAY-21 07.52.38.000000 AM UTC","02-MAY-21 07.53.25.000000 AM UTC","8","Productivity loss",""
"2238","02-MAY-21 07.53.30.000000 AM UTC","02-MAY-21 07.54.13.000000 AM UTC","8","Productivity loss",""
"2239","02-MAY-21 07.54.18.000000 AM UTC","02-MAY-21 07.55.00.000000 AM UTC","8","Productivity loss",""
"2240","02-MAY-21 07.55.00.000000 AM UTC","02-MAY-21 07.55.50.000000 AM UTC","8","Productivity loss",""
"2241","02-MAY-21 07.57.01.000000 AM UTC","02-MAY-21 07.57.44.000000 AM UTC","8","Productivity loss",""
"2249","02-MAY-21 08.14.57.000000 AM UTC","02-MAY-21 08.16.03.000000 AM UTC","8","Productivity loss",""
"2252","02-MAY-21 08.18.11.000000 AM UTC","02-MAY-21 08.19.46.000000 AM UTC","8","Productivity loss",""
"2254","02-MAY-21 08.20.32.000000 AM UTC","02-MAY-21 08.21.18.000000 AM UTC","8","Productivity loss",""
"2255","02-MAY-21 08.18.26.000000 AM UTC","02-MAY-21 08.21.20.000000 AM UTC","9","Productivity loss",""
"2258","02-MAY-21 08.30.18.000000 AM UTC","02-MAY-21 08.31.07.000000 AM UTC","8","Productivity loss",""
"2259","02-MAY-21 08.35.50.000000 AM UTC","02-MAY-21 08.36.38.000000 AM UTC","8","Productivity loss",""
"2294","02-MAY-21 09.29.19.000000 AM UTC","02-MAY-21 09.46.08.000000 AM UTC","7","",""
"2295","02-MAY-21 09.47.25.000000 AM UTC","02-MAY-21 09.48.21.000000 AM UTC","7","Productivity loss",""
"2296","02-MAY-21 09.50.46.000000 AM UTC","02-MAY-21 09.51.33.000000 AM UTC","7","Productivity loss",""
"2297","02-MAY-21 09.50.17.000000 AM UTC","02-MAY-21 09.52.17.000000 AM UTC","9","Productivity loss",""
"2304","02-MAY-21 10.25.03.000000 AM UTC","02-MAY-21 10.26.18.000000 AM UTC","7","Productivity loss",""
"2305","02-MAY-21 10.31.17.000000 AM UTC","02-MAY-21 10.32.47.000000 AM UTC","9","Productivity loss",""
"2306","02-MAY-21 10.31.26.000000 AM UTC","02-MAY-21 10.33.10.000000 AM UTC","7","Productivity loss",""
"2307","02-MAY-21 10.36.31.000000 AM UTC","02-MAY-21 10.37.19.000000 AM UTC","7","Productivity loss",""
"2308","02-MAY-21 10.39.22.000000 AM UTC","02-MAY-21 10.41.18.000000 AM UTC","7","Productivity loss",""
"2321","02-MAY-21 11.27.21.000000 AM UTC","02-MAY-21 11.28.46.000000 AM UTC","9","Productivity loss",""
"2322","02-MAY-21 11.32.04.000000 AM UTC","02-MAY-21 11.32.56.000000 AM UTC","9","Productivity loss",""
"2324","02-MAY-21 11.36.29.000000 AM UTC","02-MAY-21 11.37.13.000000 AM UTC","9","Productivity loss",""
"2327","02-MAY-21 11.40.14.000000 AM UTC","02-MAY-21 11.42.38.000000 AM UTC","7","Productivity loss",""
"2329","02-MAY-21 11.46.37.000000 AM UTC","02-MAY-21 11.47.35.000000 AM UTC","9","Productivity loss",""
"2330","02-MAY-21 11.52.37.000000 AM UTC","02-MAY-21 11.53.27.000000 AM UTC","7","Productivity loss",""
"2364","02-MAY-21 02.37.33.000000 PM UTC","02-MAY-21 02.38.29.000000 PM UTC","7","Productivity loss",""
"2378","02-MAY-21 03.42.49.000000 PM UTC","02-MAY-21 03.43.30.000000 PM UTC","7","Productivity loss",""
"2383","02-MAY-21 04.35.23.000000 PM UTC","02-MAY-21 04.36.42.000000 PM UTC","7","Productivity loss",""
"2384","02-MAY-21 04.46.21.000000 PM UTC","02-MAY-21 04.47.02.000000 PM UTC","7","Productivity loss",""
"2392","03-MAY-21 05.24.49.000000 AM UTC","03-MAY-21 06.57.58.000000 AM UTC","8","",""
"2435","03-MAY-21 09.25.46.000000 AM UTC","03-MAY-21 09.38.45.000000 AM UTC","9","",""
"2437","03-MAY-21 09.29.26.000000 AM UTC","03-MAY-21 09.43.48.000000 AM UTC","8","",""
"2438","03-MAY-21 09.29.43.000000 AM UTC","03-MAY-21 09.44.03.000000 AM UTC","6","",""
"2440","03-MAY-21 09.48.26.000000 AM UTC","03-MAY-21 09.49.43.000000 AM UTC","8","Productivity loss",""
"2441","03-MAY-21 09.30.01.000000 AM UTC","03-MAY-21 09.50.10.000000 AM UTC","4","",""
"2442","03-MAY-21 09.53.02.000000 AM UTC","03-MAY-21 09.54.34.000000 AM UTC","4","Productivity loss",""
"2443","03-MAY-21 09.56.03.000000 AM UTC","03-MAY-21 09.56.52.000000 AM UTC","4","Productivity loss",""
"2444","03-MAY-21 09.58.03.000000 AM UTC","03-MAY-21 09.59.29.000000 AM UTC","9","Productivity loss",""
"2446","03-MAY-21 10.01.41.000000 AM UTC","03-MAY-21 10.02.39.000000 AM UTC","9","Productivity loss",""
"2447","03-MAY-21 10.03.38.000000 AM UTC","03-MAY-21 10.04.40.000000 AM UTC","8","Productivity loss",""
"2448","03-MAY-21 10.07.31.000000 AM UTC","03-MAY-21 10.08.20.000000 AM UTC","4","Productivity loss",""
"2997","06-MAY-21 06.47.07.000000 PM UTC","07-MAY-21 09.44.45.000000 AM UTC","3","",""
"2998","07-MAY-21 09.44.02.000000 AM UTC","07-MAY-21 09.45.34.000000 AM UTC","8","Productivity loss",""
"2999","07-MAY-21 09.44.45.000000 AM UTC","07-MAY-21 09.45.36.000000 AM UTC","3","Productivity loss",""
"3002","07-MAY-21 09.46.06.000000 AM UTC","07-MAY-21 09.48.45.000000 AM UTC","3","Productivity loss",""
"3003","07-MAY-21 10.07.52.000000 AM UTC","07-MAY-21 10.08.50.000000 AM UTC","8","Productivity loss",""
"3005","07-MAY-21 10.11.38.000000 AM UTC","07-MAY-21 10.12.29.000000 AM UTC","7","Productivity loss",""
"3009","07-MAY-21 10.20.43.000000 AM UTC","07-MAY-21 10.22.43.000000 AM UTC","8","Productivity loss",""
"3011","07-MAY-21 10.23.23.000000 AM UTC","07-MAY-21 10.24.13.000000 AM UTC","3","Productivity loss",""
"3030","07-MAY-21 10.54.07.000000 AM UTC","07-MAY-21 11.14.11.000000 AM UTC","8","",""
"3036","07-MAY-21 11.19.14.000000 AM UTC","07-MAY-21 11.37.23.000000 AM UTC","8","",""
"3037","07-MAY-21 11.37.27.000000 AM UTC","07-MAY-21 11.38.51.000000 AM UTC","8","Productivity loss",""
"3039","07-MAY-21 11.40.25.000000 AM UTC","07-MAY-21 11.41.21.000000 AM UTC","8","Productivity loss",""
"3040","07-MAY-21 11.43.12.000000 AM UTC","07-MAY-21 11.43.53.000000 AM UTC","8","Productivity loss",""
"3041","07-MAY-21 10.05.38.000000 AM UTC","07-MAY-21 11.44.29.000000 AM UTC","6","",""
"3042","07-MAY-21 11.44.33.000000 AM UTC","07-MAY-21 11.45.16.000000 AM UTC","8","Productivity loss",""
"3044","07-MAY-21 11.44.29.000000 AM UTC","07-MAY-21 11.48.13.000000 AM UTC","6","Productivity loss",""
"3045","07-MAY-21 11.48.21.000000 AM UTC","07-MAY-21 11.50.12.000000 AM UTC","8","Productivity loss",""
"3046","07-MAY-21 11.50.17.000000 AM UTC","07-MAY-21 11.51.04.000000 AM UTC","8","Productivity loss",""
"3047","07-MAY-21 11.51.09.000000 AM UTC","07-MAY-21 11.51.58.000000 AM UTC","8","Productivity loss",""
"3048","07-MAY-21 11.52.56.000000 AM UTC","07-MAY-21 11.53.51.000000 AM UTC","8","Productivity loss",""
"3049","07-MAY-21 11.56.02.000000 AM UTC","07-MAY-21 11.56.59.000000 AM UTC","7","Productivity loss",""
"3055","07-MAY-21 12.45.15.000000 PM UTC","07-MAY-21 12.46.04.000000 PM UTC","8","Productivity loss",""
"3059","07-MAY-21 12.56.52.000000 PM UTC","07-MAY-21 12.57.50.000000 PM UTC","8","Productivity loss",""
"3062","07-MAY-21 01.03.34.000000 PM UTC","07-MAY-21 01.04.16.000000 PM UTC","8","Productivity loss",""
"3065","07-MAY-21 01.09.43.000000 PM UTC","07-MAY-21 01.11.15.000000 PM UTC","8","Productivity loss",""
"3067","07-MAY-21 01.12.28.000000 PM UTC","07-MAY-21 01.14.09.000000 PM UTC","8","Productivity loss",""
"3110","07-MAY-21 03.59.42.000000 PM UTC","07-MAY-21 04.00.47.000000 PM UTC","10","Productivity loss",""
"3124","07-MAY-21 06.13.22.000000 PM UTC","07-MAY-21 06.17.38.000000 PM UTC","7","Productivity loss",""
"3125","07-MAY-21 06.13.22.000000 PM UTC","07-MAY-21 06.17.56.000000 PM UTC","9","Productivity loss",""
"3152","08-MAY-21 07.24.31.000000 AM UTC","08-MAY-21 07.25.33.000000 AM UTC","10","Productivity loss",""
"3154","08-MAY-21 07.25.58.000000 AM UTC","08-MAY-21 07.28.35.000000 AM UTC","3","Productivity loss",""
"3161","08-MAY-21 07.41.46.000000 AM UTC","08-MAY-21 07.42.43.000000 AM UTC","10","Productivity loss",""
"3164","08-MAY-21 07.51.05.000000 AM UTC","08-MAY-21 07.51.58.000000 AM UTC","3","Productivity loss",""
"3165","08-MAY-21 08.00.31.000000 AM UTC","08-MAY-21 08.09.10.000000 AM UTC","10","",""
"3176","08-MAY-21 08.37.43.000000 AM UTC","08-MAY-21 08.38.47.000000 AM UTC","3","Productivity loss",""
"3179","08-MAY-21 08.42.03.000000 AM UTC","08-MAY-21 08.42.56.000000 AM UTC","3","Productivity loss",""
"3181","08-MAY-21 08.44.00.000000 AM UTC","08-MAY-21 08.46.22.000000 AM UTC","10","Productivity loss",""
"3186","08-MAY-21 09.14.05.000000 AM UTC","08-MAY-21 09.15.15.000000 AM UTC","3","Productivity loss",""
"3308","08-MAY-21 04.12.36.000000 PM UTC","08-MAY-21 04.14.43.000000 PM UTC","2","Productivity loss",""
"3309","08-MAY-21 04.15.42.000000 PM UTC","08-MAY-21 04.16.27.000000 PM UTC","2","Productivity loss",""
"3370","10-MAY-21 08.12.25.000000 AM UTC","10-MAY-21 08.13.19.000000 AM UTC","6","Productivity loss",""
"3375","10-MAY-21 08.25.21.000000 AM UTC","10-MAY-21 08.29.29.000000 AM UTC","5","Productivity loss",""
"3540","11-MAY-21 10.28.10.000000 AM UTC","11-MAY-21 11.01.36.000000 AM UTC","7","",""
"3572","11-MAY-21 12.23.58.000000 PM UTC","11-MAY-21 12.34.45.000000 PM UTC","3","",""
"3580","11-MAY-21 12.41.26.000000 PM UTC","11-MAY-21 12.42.29.000000 PM UTC","8","Productivity loss",""
"3581","11-MAY-21 12.41.02.000000 PM UTC","11-MAY-21 12.42.50.000000 PM UTC","2","Productivity loss",""
"3582","11-MAY-21 12.43.49.000000 PM UTC","11-MAY-21 12.44.38.000000 PM UTC","3","Productivity loss",""
"3583","11-MAY-21 12.46.23.000000 PM UTC","11-MAY-21 12.47.11.000000 PM UTC","7","Productivity loss",""
"3584","11-MAY-21 12.45.42.000000 PM UTC","11-MAY-21 12.47.19.000000 PM UTC","8","Productivity loss",""
"3592","11-MAY-21 01.01.56.000000 PM UTC","11-MAY-21 01.02.51.000000 PM UTC","2","Productivity loss",""
"3654","11-MAY-21 02.26.55.000000 PM UTC","11-MAY-21 02.27.57.000000 PM UTC","1","Productivity loss",""
"3656","11-MAY-21 02.33.06.000000 PM UTC","11-MAY-21 02.34.10.000000 PM UTC","7","Productivity loss",""
"3667","11-MAY-21 02.44.47.000000 PM UTC","11-MAY-21 02.45.28.000000 PM UTC","8","Productivity loss",""
"3670","11-MAY-21 02.47.15.000000 PM UTC","11-MAY-21 02.47.57.000000 PM UTC","1","Productivity loss",""
"3672","11-MAY-21 02.48.27.000000 PM UTC","11-MAY-21 02.49.10.000000 PM UTC","7","Productivity loss",""
"3675","11-MAY-21 02.50.04.000000 PM UTC","11-MAY-21 02.51.00.000000 PM UTC","7","Productivity loss",""
"3676","11-MAY-21 02.50.39.000000 PM UTC","11-MAY-21 02.51.24.000000 PM UTC","8","Productivity loss",""
"3680","11-MAY-21 02.53.41.000000 PM UTC","11-MAY-21 02.54.34.000000 PM UTC","7","Productivity loss",""
"3682","11-MAY-21 02.56.44.000000 PM UTC","11-MAY-21 02.57.37.000000 PM UTC","8","Productivity loss",""
"3683","11-MAY-21 02.57.37.000000 PM UTC","11-MAY-21 02.58.19.000000 PM UTC","8","Productivity loss",""
"3685","11-MAY-21 02.59.53.000000 PM UTC","11-MAY-21 03.00.43.000000 PM UTC","8","Productivity loss",""
"3686","11-MAY-21 03.01.11.000000 PM UTC","11-MAY-21 03.01.53.000000 PM UTC","8","Productivity loss",""
"3687","11-MAY-21 03.02.17.000000 PM UTC","11-MAY-21 03.03.26.000000 PM UTC","8","Productivity loss",""
"3688","11-MAY-21 03.03.04.000000 PM UTC","11-MAY-21 03.03.58.000000 PM UTC","1","Productivity loss",""
"3690","11-MAY-21 03.03.31.000000 PM UTC","11-MAY-21 03.04.53.000000 PM UTC","8","Productivity loss",""
"3691","11-MAY-21 03.04.09.000000 PM UTC","11-MAY-21 03.05.00.000000 PM UTC","7","Productivity loss",""
"3692","11-MAY-21 03.01.47.000000 PM UTC","11-MAY-21 03.05.33.000000 PM UTC","3","Productivity loss",""
"3693","11-MAY-21 03.04.58.000000 PM UTC","11-MAY-21 03.05.41.000000 PM UTC","8","Productivity loss",""
"3694","11-MAY-21 03.05.21.000000 PM UTC","11-MAY-21 03.06.08.000000 PM UTC","2","Productivity loss",""
"3695","11-MAY-21 03.05.54.000000 PM UTC","11-MAY-21 03.06.40.000000 PM UTC","7","Productivity loss",""
"3696","11-MAY-21 03.06.13.000000 PM UTC","11-MAY-21 03.07.17.000000 PM UTC","8","Productivity loss",""
"3697","11-MAY-21 03.07.40.000000 PM UTC","11-MAY-21 03.08.29.000000 PM UTC","8","Productivity loss",""
"3698","11-MAY-21 03.08.02.000000 PM UTC","11-MAY-21 03.09.27.000000 PM UTC","7","Productivity loss",""
"3699","11-MAY-21 03.09.00.000000 PM UTC","11-MAY-21 03.10.34.000000 PM UTC","8","Productivity loss",""
"3700","11-MAY-21 03.10.13.000000 PM UTC","11-MAY-21 03.11.25.000000 PM UTC","1","Productivity loss",""
"3702","11-MAY-21 03.13.28.000000 PM UTC","11-MAY-21 03.14.19.000000 PM UTC","8","Productivity loss",""
"3703","11-MAY-21 03.14.45.000000 PM UTC","11-MAY-21 03.15.44.000000 PM UTC","7","Productivity loss",""
"3705","11-MAY-21 03.16.51.000000 PM UTC","11-MAY-21 03.17.45.000000 PM UTC","3","Productivity loss",""
"3709","11-MAY-21 03.23.57.000000 PM UTC","11-MAY-21 03.24.56.000000 PM UTC","8","Productivity loss",""
"3710","11-MAY-21 03.26.18.000000 PM UTC","11-MAY-21 03.27.03.000000 PM UTC","7","Productivity loss",""
"3711","11-MAY-21 03.25.22.000000 PM UTC","11-MAY-21 03.27.36.000000 PM UTC","8","Productivity loss",""
"3712","11-MAY-21 03.26.12.000000 PM UTC","11-MAY-21 03.28.02.000000 PM UTC","1","Productivity loss",""
"3713","11-MAY-21 03.29.16.000000 PM UTC","11-MAY-21 03.30.06.000000 PM UTC","1","Productivity loss",""
"3716","11-MAY-21 03.33.45.000000 PM UTC","11-MAY-21 03.34.26.000000 PM UTC","8","Productivity loss",""
"3717","11-MAY-21 03.34.56.000000 PM UTC","11-MAY-21 03.35.44.000000 PM UTC","7","Productivity loss",""
"3718","11-MAY-21 03.39.28.000000 PM UTC","11-MAY-21 03.40.14.000000 PM UTC","8","Productivity loss",""
"3719","11-MAY-21 03.40.15.000000 PM UTC","11-MAY-21 03.41.17.000000 PM UTC","8","Productivity loss",""
"3720","11-MAY-21 03.42.36.000000 PM UTC","11-MAY-21 03.44.06.000000 PM UTC","8","Productivity loss",""
"3721","11-MAY-21 03.44.06.000000 PM UTC","11-MAY-21 03.45.11.000000 PM UTC","8","Productivity loss",""
"3722","11-MAY-21 03.45.11.000000 PM UTC","11-MAY-21 03.46.23.000000 PM UTC","8","Productivity loss",""
"3723","11-MAY-21 03.46.28.000000 PM UTC","11-MAY-21 03.48.11.000000 PM UTC","8","Productivity loss",""
"3724","11-MAY-21 03.48.11.000000 PM UTC","11-MAY-21 03.49.31.000000 PM UTC","8","Productivity loss",""
"3725","11-MAY-21 03.32.44.000000 PM UTC","11-MAY-21 03.50.14.000000 PM UTC","1","",""
"3727","11-MAY-21 03.32.48.000000 PM UTC","11-MAY-21 03.51.56.000000 PM UTC","3","",""
"3728","11-MAY-21 03.32.29.000000 PM UTC","11-MAY-21 03.51.59.000000 PM UTC","2","",""
"3729","11-MAY-21 03.52.30.000000 PM UTC","11-MAY-21 03.54.09.000000 PM UTC","7","Productivity loss",""
"3730","11-MAY-21 03.53.31.000000 PM UTC","11-MAY-21 03.54.34.000000 PM UTC","8","Productivity loss",""
"3731","11-MAY-21 03.54.07.000000 PM UTC","11-MAY-21 03.55.15.000000 PM UTC","1","Productivity loss",""
"3732","11-MAY-21 03.54.34.000000 PM UTC","11-MAY-21 03.55.20.000000 PM UTC","8","Productivity loss",""
"3734","11-MAY-21 03.59.29.000000 PM UTC","11-MAY-21 04.01.04.000000 PM UTC","8","Productivity loss",""
"3735","11-MAY-21 04.00.54.000000 PM UTC","11-MAY-21 04.01.52.000000 PM UTC","1","Productivity loss",""
"3737","11-MAY-21 04.01.16.000000 PM UTC","11-MAY-21 04.18.59.000000 PM UTC","2","",""
"3740","11-MAY-21 04.01.38.000000 PM UTC","11-MAY-21 04.20.05.000000 PM UTC","7","",""
"3741","11-MAY-21 04.18.59.000000 PM UTC","11-MAY-21 04.20.25.000000 PM UTC","1","Productivity loss",""
"3742","11-MAY-21 04.19.53.000000 PM UTC","11-MAY-21 04.20.58.000000 PM UTC","3","Productivity loss",""
"3744","11-MAY-21 04.27.10.000000 PM UTC","11-MAY-21 04.28.00.000000 PM UTC","1","Productivity loss",""
"3750","11-MAY-21 04.33.12.000000 PM UTC","11-MAY-21 04.35.06.000000 PM UTC","8","Productivity loss",""
"3751","11-MAY-21 04.39.05.000000 PM UTC","11-MAY-21 04.39.48.000000 PM UTC","1","Productivity loss",""
"3752","11-MAY-21 04.38.20.000000 PM UTC","11-MAY-21 04.39.56.000000 PM UTC","8","Productivity loss",""
"3753","11-MAY-21 04.40.38.000000 PM UTC","11-MAY-21 04.41.32.000000 PM UTC","8","Productivity loss",""
"3757","11-MAY-21 04.49.50.000000 PM UTC","11-MAY-21 04.50.35.000000 PM UTC","8","Productivity loss",""
"3758","11-MAY-21 04.52.11.000000 PM UTC","11-MAY-21 04.53.01.000000 PM UTC","1","Productivity loss",""
"3760","11-MAY-21 04.52.19.000000 PM UTC","11-MAY-21 04.53.39.000000 PM UTC","2","Productivity loss",""
"3761","11-MAY-21 04.55.00.000000 PM UTC","11-MAY-21 04.55.48.000000 PM UTC","8","Productivity loss",""
"3769","11-MAY-21 05.21.46.000000 PM UTC","11-MAY-21 05.22.34.000000 PM UTC","8","Productivity loss",""
"3771","11-MAY-21 05.47.29.000000 PM UTC","11-MAY-21 05.49.02.000000 PM UTC","8","Productivity loss",""
"3773","11-MAY-21 05.50.18.000000 PM UTC","11-MAY-21 05.51.00.000000 PM UTC","8","Productivity loss",""
"3774","11-MAY-21 05.51.23.000000 PM UTC","11-MAY-21 05.52.57.000000 PM UTC","8","Productivity loss",""
"3775","11-MAY-21 05.55.34.000000 PM UTC","11-MAY-21 05.58.48.000000 PM UTC","7","Productivity loss",""
"3776","11-MAY-21 05.55.28.000000 PM UTC","11-MAY-21 05.59.53.000000 PM UTC","8","Productivity loss",""
"3777","11-MAY-21 05.59.10.000000 PM UTC","11-MAY-21 06.00.01.000000 PM UTC","7","Productivity loss",""
"3778","11-MAY-21 05.59.53.000000 PM UTC","11-MAY-21 06.00.44.000000 PM UTC","8","Productivity loss",""
"3779","11-MAY-21 06.00.44.000000 PM UTC","11-MAY-21 06.01.55.000000 PM UTC","8","Productivity loss",""
"3780","11-MAY-21 06.02.23.000000 PM UTC","11-MAY-21 06.03.09.000000 PM UTC","8","Productivity loss",""
"3781","11-MAY-21 06.03.14.000000 PM UTC","11-MAY-21 06.04.05.000000 PM UTC","8","Productivity loss",""
"2952","07-MAY-21 08.11.59.000000 AM UTC","07-MAY-21 08.13.47.000000 AM UTC","8","Productivity loss",""
"2954","07-MAY-21 08.16.44.000000 AM UTC","07-MAY-21 08.17.27.000000 AM UTC","8","Productivity loss",""
"2959","07-MAY-21 08.22.47.000000 AM UTC","07-MAY-21 08.23.45.000000 AM UTC","8","Productivity loss",""
"2961","07-MAY-21 08.30.23.000000 AM UTC","07-MAY-21 08.31.06.000000 AM UTC","8","Productivity loss",""
"2964","07-MAY-21 08.33.14.000000 AM UTC","07-MAY-21 08.33.59.000000 AM UTC","9","Productivity loss",""
"2965","07-MAY-21 08.31.23.000000 AM UTC","07-MAY-21 08.36.11.000000 AM UTC","7","Productivity loss",""
"2968","07-MAY-21 08.40.08.000000 AM UTC","07-MAY-21 08.40.51.000000 AM UTC","8","Productivity loss",""
"2969","07-MAY-21 08.41.36.000000 AM UTC","07-MAY-21 08.42.21.000000 AM UTC","8","Productivity loss",""
"2970","07-MAY-21 08.44.25.000000 AM UTC","07-MAY-21 08.45.42.000000 AM UTC","8","Productivity loss",""
"2971","07-MAY-21 08.45.47.000000 AM UTC","07-MAY-21 08.46.45.000000 AM UTC","8","Productivity loss",""
"2974","07-MAY-21 08.47.30.000000 AM UTC","07-MAY-21 08.49.21.000000 AM UTC","8","Productivity loss",""
"2975","07-MAY-21 08.49.40.000000 AM UTC","07-MAY-21 08.50.40.000000 AM UTC","8","Productivity loss",""
"2977","07-MAY-21 08.53.09.000000 AM UTC","07-MAY-21 08.53.56.000000 AM UTC","9","Productivity loss",""
"3051","07-MAY-21 11.59.41.000000 AM UTC","07-MAY-21 12.37.09.000000 PM UTC","7","",""
"3052","07-MAY-21 12.37.59.000000 PM UTC","07-MAY-21 12.38.41.000000 PM UTC","8","Productivity loss",""
"3053","07-MAY-21 11.52.22.000000 AM UTC","07-MAY-21 12.41.59.000000 PM UTC","3","",""
"3054","07-MAY-21 12.42.27.000000 PM UTC","07-MAY-21 12.43.08.000000 PM UTC","8","Productivity loss",""
"3056","07-MAY-21 12.46.43.000000 PM UTC","07-MAY-21 12.47.52.000000 PM UTC","8","Productivity loss",""
"3057","07-MAY-21 12.47.57.000000 PM UTC","07-MAY-21 12.49.31.000000 PM UTC","8","Productivity loss",""
"3058","07-MAY-21 12.49.36.000000 PM UTC","07-MAY-21 12.50.29.000000 PM UTC","8","Productivity loss",""
